1	0
2	40
3	0
4	37
5	55
6	0
7	38
8	63
9	38
10	37
11	70
12	20
13	62
14	34
15	13
16	38
17	13
18	11
19	13
20	20
21	38
22	48
23	67
24	20
25	43
26	21
27	33
28	32
29	11
30	20
31	67
32	62
33	43
34	38
35	70
36	38
37	67
38	70
39	43
40	46
41	62
42	38
43	0
44	28
45	38
46	38
47	77
48	40
49	21
50	70
51	0
52	38
53	21
54	13
55	46
56	13
57	38
58	0
59	62
60	38
61	28
62	38
63	20
64	13
65	43
66	13
67	0
68	38
69	14
70	14
71	38
72	20
73	38
74	13
75	13
76	13
77	38
78	0
79	75
80	20
81	48
82	25
83	62
84	20
85	43
86	70
87	38
88	13
89	13
90	66
91	49
92	31
93	46
94	29
95	20
96	60
97	0
98	13
99	13
100	38
101	51
102	46
103	0
104	75
105	62
106	38
107	13
108	13
109	0
110	20
111	22
112	56
113	34
114	18
115	72
116	22
117	18
118	71
119	72
120	0
121	21
122	11
123	29
124	46
125	62
126	4
127	67
128	20
129	49
130	52
131	4
132	0
133	13
134	34
135	0
136	38
137	13
138	0
139	72
140	39
141	0
142	75
143	20
144	52
145	20
146	36
147	42
148	51
149	62
150	28
151	13
152	68
153	62
154	39
155	20
156	38
157	28
158	13
159	62
160	69
161	75
162	51
163	62
164	36
165	23
166	71
167	33
168	39
169	13
170	23
171	60
172	33
173	0
174	38
175	73
176	38
177	28
178	62
179	59
180	48
181	0
182	0
183	14
184	46
185	0
186	67
187	48
188	0
189	44
190	13
191	0
192	49
193	0
194	9
195	49
196	60
197	62
198	52
199	48
200	48
201	70
202	13
203	72
204	42
205	51
206	38
207	13
208	38
209	46
210	0
211	62
212	0
213	29
214	29
215	55
216	62
217	62
218	60
219	46
220	14
221	48
222	29
223	28
224	48
225	43
226	33
227	59
228	70
229	62
230	0
231	34
232	38
233	42
234	28
235	48
236	44
237	36
238	76
239	39
240	15
241	0
242	7
243	46
244	13
245	38
246	16
247	0
248	36
249	58
250	38
251	0
252	43
253	38
254	31
255	45
256	16
257	0
258	71
259	0
260	40
261	28
262	0
263	48
264	13
265	69
266	77
267	59
268	28
269	48
270	0
271	48
272	46
273	28
274	51
275	45
276	38
277	68
278	69
279	51
280	62
281	62
282	75
283	77
284	15
285	66
286	75
287	20
288	46
289	28
290	0
291	33
292	38
293	46
294	41
295	72
296	60
297	62
298	4
299	70
300	71
301	38
302	49
303	64
304	59
305	13
306	62
307	38
308	69
309	38
310	38
311	15
312	59
313	0
314	59
315	0
316	0
317	49
318	56
319	48
320	13
321	18
322	48
323	11
324	68
325	62
326	64
327	62
328	13
329	0
330	7
331	76
332	62
333	62
334	20
335	46
336	49
337	61
338	38
339	17
340	20
341	28
342	73
343	0
344	49
345	38
346	38
347	66
348	4
349	60
350	38
351	13
352	68
353	70
354	76
355	34
356	20
357	40
358	48
359	0
360	48
361	62
362	38
363	0
364	13
365	36
366	9
367	20
368	52
369	72
370	70
371	0
372	20
373	4
374	63
375	49
376	20
377	68
378	75
379	13
380	49
381	38
382	13
383	13
384	13
385	74
386	56
387	42
388	59
389	0
390	45
391	38
392	67
393	25
394	13
395	4
396	59
397	38
398	51
399	20
400	48
401	52
402	62
403	46
404	4
405	62
406	17
407	73
408	13
409	38
410	13
411	13
412	29
413	57
414	16
415	42
416	38
417	15
418	38
419	42
420	4
421	66
422	38
423	72
424	51
425	1
426	45
427	38
428	49
429	48
430	67
431	39
432	14
433	14
434	20
435	11
436	70
437	28
438	16
439	13
440	13
441	62
442	48
443	38
444	28
445	22
446	63
447	62
448	49
449	13
450	18
451	38
452	37
453	49
454	13
455	0
456	38
457	74
458	13
459	51
460	59
461	0
462	51
463	62
464	38
465	13
466	67
467	7
468	43
469	70
470	64
471	13
472	69
473	14
474	77
475	69
476	0
477	0
478	76
479	48
480	0
481	0
482	0
483	14
484	48
485	23
486	1
487	2
488	42
489	14
490	0
491	13
492	45
493	0
494	4
495	28
496	20
497	38
498	46
499	28
500	32
501	71
502	0
503	0
504	9
505	53
506	38
507	23
508	34
509	0
510	62
511	66
512	7
513	66
514	4
515	49
516	52
517	1
518	74
519	13
520	13
521	40
522	31
523	48
524	21
525	62
526	37
527	28
528	62
529	16
530	49
531	0
532	28
533	36
534	55
535	20
536	59
537	2
538	62
539	40
540	53
541	38
542	74
543	45
544	38
545	38
546	70
547	29
548	4
549	46
550	0
551	1
552	56
553	62
554	0
555	14
556	0
557	48
558	40
559	75
560	22
561	0
562	1
563	33
564	16
565	77
566	18
567	66
568	0
569	49
570	1
571	60
572	0
573	40
574	49
575	0
576	18
577	38
578	71
579	49
580	20
581	45
582	32
583	34
584	18
585	77
586	62
587	49
588	46
589	54
590	0
591	71
592	0
593	41
594	40
595	0
596	0
597	66
598	0
599	0
600	37
601	33
602	40
603	72
604	7
605	32
606	38
607	45
608	20
609	63
610	0
611	38
612	38
613	33
614	40
615	39
616	62
617	29
618	62
619	7
620	77
621	38
622	40
623	20
624	74
625	62
626	0
627	77
628	60
629	38
630	49
631	66
632	0
633	69
634	0
635	48
636	18
637	43
638	57
639	14
640	70
641	59
642	18
643	0
644	20
645	20
646	13
647	65
648	11
649	38
650	62
651	48
652	39
653	13
654	72
655	38
656	25
657	46
658	4
659	48
660	38
661	13
662	48
663	75
664	71
665	42
666	45
667	66
668	46
669	46
670	62
671	62
672	0
673	63
674	59
675	0
676	33
677	59
678	13
679	20
680	7
681	14
682	0
683	20
684	0
685	51
686	72
687	13
688	14
689	0
690	66
691	45
692	37
693	72
694	42
695	1
696	39
697	52
698	0
699	62
700	70
701	76
702	21
703	71
704	34
705	20
706	28
707	53
708	44
709	28
710	49
711	66
712	33
713	39
714	13
715	13
716	61
717	20
718	20
719	20
720	49
721	0
722	46
723	70
724	70
725	62
726	13
727	64
728	52
729	13
730	46
731	40
732	29
733	31
734	62
735	45
736	64
737	75
738	66
739	11
740	13
741	0
742	44
743	62
744	0
745	51
746	39
747	41
748	60
749	32
750	59
751	20
752	22
753	70
754	62
755	4
756	38
757	0
758	48
759	0
760	62
761	62
762	70
763	39
764	45
765	60
766	8
767	13
768	0
769	71
770	46
771	36
772	20
773	57
774	28
775	18
776	20
777	62
778	22
779	38
780	43
781	13
782	68
783	38
784	64
785	0
786	22
787	70
788	0
789	45
790	67
791	44
792	38
793	46
794	51
795	62
796	67
797	1
798	46
799	63
800	14
801	66
802	46
803	45
804	34
805	69
806	72
807	51
808	75
809	13
810	11
811	48
812	0
813	13
814	0
815	18
816	38
817	45
818	1
819	18
820	13
821	13
822	40
823	75
824	64
825	62
826	1
827	1
828	20
829	63
830	11
831	65
832	34
833	37
834	28
835	0
836	0
837	50
838	51
839	0
840	0
841	73
842	0
843	0
844	38
845	33
846	38
847	75
848	11
849	62
850	0
851	13
852	13
853	41
854	0
855	62
856	0
857	13
858	13
859	0
860	48
861	0
862	48
863	59
864	46
865	60
866	62
867	33
868	62
869	68
870	46
871	0
872	33
873	42
874	31
